"variable","percent","point","mean","sd"
"knee_flexion",72,73,62,5
"knee_flexion",73,74,61.53087,5
"knee_flexion",74,75,60.14651,5
"knee_flexion",75,76,57.91417,5
"knee_flexion",76,77,54.93988,5
"knee_flexion",77,78,51.36012,5
"knee_flexion",78,79,47.33146,5
"knee_flexion",79,80,43.01925,5
"knee_flexion",80,81,38.58655,5
"knee_flexion",81,82,34.18427,5
"knee_flexion",82,83,29.94329,5
"knee_flexion",83,84,25.96913,5
"knee_flexion",84,85,22.33918,5
"knee_flexion",85,86,19.10257,5
"knee_flexion",86,87,16.28209,5
"knee_flexion",87,88,13.87774,5
"knee_flexion",88,89,11.87127,5
"knee_flexion",89,90,10.2311,5
"knee_flexion",90,91,8.91715,5
"knee_flexion",91,92,7.88516,5
"knee_flexion",92,93,7.09021,5
"knee_flexion",93,94,6.48947,5
"knee_flexion",94,95,6.04399,5
"knee_flexion",95,96,5.71975,5
"knee_flexion",96,97,5.48808,5
"knee_flexion",97,98,5.32555,5
"knee_flexion",98,99,5.21358,5
"knee_flexion",99,100,5.13783,5
"knee_flexion",100,101,5.08749,5
"ankle_dorsiflexion",0,1,1.32749,4
"ankle_dorsiflexion",1,2,0.97962,4
"ankle_dorsiflexion",2,3,0.53583,4
"ankle_dorsiflexion",3,4,0.01303,4
"ankle_dorsiflexion",4,5,-0.55003,4
"ankle_dorsiflexion",5,6,-1.0947,4
"ankle_dorsiflexion",6,7,-1.551,4
"ankle_dorsiflexion",7,8,-1.85154,4
"ankle_dorsiflexion",8,9,-1.94716,4
"ankle_dorsiflexion",9,10,-1.81925,4
"ankle_dorsiflexion",10,11,-1.48436,4
"ankle_dorsiflexion",11,12,-0.98951,4
"ankle_dorsiflexion",12,13,-0.39988,4
"ankle_dorsiflexion",13,14,0.21686,4
"ankle_dorsiflexion",14,15,0.80452,4
"ankle_dorsiflexion",15,16,1.32697,4
"ankle_dorsiflexion",16,17,1.77004,4
"ankle_dorsiflexion",17,18,2.13799,4
"ankle_dorsiflexion",18,19,2.44704,4
"ankle_dorsiflexion",19,20,2.71858,4
"ankle_dorsiflexion",20,21,2.97393,4
"ankle_dorsiflexion",21,22,3.23114,4
"ankle_dorsiflexion",22,23,3.50384,4
"ankle_dorsiflexion",23,24,3.80129,4
"ankle_dorsiflexion",24,25,4.12909,4
"ankle_dorsiflexion",25,26,4.48993,4
"ankle_dorsiflexion",26,27,4.88428,4
"ankle_dorsiflexion",27,28,5.31074,4
"ankle_dorsiflexion",28,29,5.76632,4
"ankle_dorsiflexion",29,30,6.24656,4
"ankle_dorsiflexion",30,31,6.74563,4
"ankle_dorsiflexion",31,32,7.2564,4
"ankle_dorsiflexion",32,33,7.77062,4
"ankle_dorsiflexion",33,34,8.27909,4
"ankle_dorsiflexion",34,35,8.77189,4
"ankle_dorsiflexion",35,36,9.23873,4
"ankle_dorsiflexion",36,37,9.66927,4
"ankle_dorsiflexion",37,38,10.0535,4
"ankle_dorsiflexion",38,39,10.38207,4
"ankle_dorsiflexion",39,40,10.6467,4
"ankle_dorsiflexion",40,41,10.84039,4
"ankle_dorsiflexion",41,42,10.95762,4
"ankle_dorsiflexion",42,43,10.9943,4
"ankle_dorsiflexion",43,44,10.94746,4
"ankle_dorsiflexion",44,45,10.81454,4
"ankle_dorsiflexion",45,46,10.5922,4
"ankle_dorsiflexion",46,47,10.27456,4
"ankle_dorsiflexion",47,48,9.85087,4
"ankle_dorsiflexion",48,49,9.30298,4
"ankle_dorsiflexion",49,50,8.60318,4
"ankle_dorsiflexion",50,51,7.71328,4
"ankle_dorsiflexion",51,52,6.58635,4
"ankle_dorsiflexion",52,53,5.17217,4
"ankle_dorsiflexion",53,54,3.42714,4
"ankle_dorsiflexion",54,55,1.32827,4
"ankle_dorsiflexion",55,56,-1.11101,4
"ankle_dorsiflexion",56,57,-3.82667,4
"ankle_dorsiflexion",57,58,-6.69655,4
"ankle_dorsiflexion",58,59,-9.54367,4
"ankle_dorsiflexion",59,60,-12.15291,4
"ankle_dorsiflexion",60,61,-14.29986,4
"ankle_dorsiflexion",61,62,-15.78696,4
"ankle_dorsiflexion",62,63,-16.47888,4
"ankle_dorsiflexion",63,64,-16.32825,4
"ankle_dorsiflexion",64,65,-15.38502,4
"ankle_dorsiflexion",65,66,-13.78678,4
"ankle_dorsiflexion",66,67,-11.7327,4
"ankle_dorsiflexion",67,68,-9.44787,4
"ankle_dorsiflexion",68,69,-7.14695,4
"ankle_dorsiflexion",69,70,-5.00511,4
"ankle_dorsiflexion",70,71,-3.14133,4
"ankle_dorsiflexion",71,72,-1.615,4
"ankle_dorsiflexion",72,73,-0.43361,4
"ankle_dorsiflexion",73,74,0.43296,4
"ankle_dorsiflexion",74,75,1.03639,4
"ankle_dorsiflexion",75,76,1.4356,4
"ankle_dorsiflexion",76,77,1.68652,4
"ankle_dorsiflexion",77,78,1.8362,4
"ankle_dorsiflexion",78,79,1.9207,4
"ankle_dorsiflexion",79,80,1.9656,4
"ankle_dorsiflexion",80,81,1.98781,4
"ankle_dorsiflexion",81,82,1.9978,4
"ankle_dorsiflexion",82,83,2.00165,4
"ankle_dorsiflexion",83,84,2.00266,4
"ankle_dorsiflexion",84,85,2.00252,4
"ankle_dorsiflexion",85,86,2.00202,4
"ankle_dorsiflexion",86,87,2.00149,4
"ankle_dorsiflexion",87,88,2.00105,4
"ankle_dorsiflexion",88,89,2.00072,4
"ankle_dorsiflexion",89,90,2.00048,4
"ankle_dorsiflexion",90,91,2.00032,4
"ankle_dorsiflexion",91,92,2.00021,4
"ankle_dorsiflexion",92,93,2.00013,4
"ankle_dorsiflexion",93,94,2.00009,4
"ankle_dorsiflexion",94,95,2.00005,4
"ankle_dorsiflexion",95,96,2.00003,4
"ankle_dorsiflexion",96,97,2.00002,4
"ankle_dorsiflexion",97,98,2.00001,4
"ankle_dorsiflexion",98,99,2.00001,4
"ankle_dorsiflexion",99,100,2,4
"ankle_dorsiflexion",100,101,2,4
"foot_progression",0,1,-7,5
"foot_progression",1,2,-6.87442,5
"foot_progression",2,3,-6.74933,5
"foot_progression",3,4,-6.62524,5
"foot_progression",4,5,-6.50262,5
"foot_progression",5,6,-6.38197,5
"foot_progression",6,7,-6.26375,5
"foot_progression",7,8,-6.14844,5
"foot_progression",8,9,-6.03649,5
"foot_progression",9,10,-5.92835,5
"foot_progression",10,11,-5.82443,5
"foot_progression",11,12,-5.72515,5
"foot_progression",12,13,-5.63091,5
"foot_progression",13,14,-5.54206,5
"foot_progression",14,15,-5.45897,5
"foot_progression",15,16,-5.38197,5
"foot_progression",16,17,-5.31134,5
"foot_progression",17,18,-5.24739,5
"foot_progression",18,19,-5.19035,5
"foot_progression",19,20,-5.14045,5
"foot_progression",20,21,-5.09789,5
"foot_progression",21,22,-5.06283,5
"foot_progression",22,23,-5.03543,5
"foot_progression",23,24,-5.01577,5
"foot_progression",24,25,-5.00395,5
"foot_progression",25,26,-5,5
"foot_progression",26,27,-5.00395,5
"foot_progression",27,28,-5.01577,5
"foot_progression",28,29,-5.03543,5
"foot_progression",29,30,-5.06283,5
"foot_progression",30,31,-5.09789,5
"foot_progression",31,32,-5.14045,5
"foot_progression",32,33,-5.19035,5
"foot_progression",33,34,-5.24739,5
"foot_progression",34,35,-5.31134,5
"foot_progression",35,36,-5.38197,5
"foot_progression",36,37,-5.45897,5
"foot_progression",37,38,-5.54206,5
"foot_progression",38,39,-5.63091,5
"foot_progression",39,40,-5.72515,5
"foot_progression",40,41,-5.82443,5
"foot_progression",41,42,-5.92835,5
"foot_progression",42,43,-6.03649,5
"foot_progression",43,44,-6.14844,5
"foot_progression",44,45,-6.26375,5
"foot_progression",45,46,-6.38197,5
"foot_progression",46,47,-6.50262,5
"foot_progression",47,48,-6.62524,5
"foot_progression",48,49,-6.74933,5
"foot_progression",49,50,-6.87442,5
"foot_progression",50,51,-7,5
"foot_progression",51,52,-7.12558,5
"foot_progression",52,53,-7.25067,5
"foot_progression",53,54,-7.37476,5
"foot_progression",54,55,-7.49738,5
"foot_progression",55,56,-7.61803,5
"foot_progression",56,57,-7.73625,5
"foot_progression",57,58,-7.85156,5
"foot_progression",58,59,-7.96351,5
"foot_progression",59,60,-8.07165,5
"foot_progression",60,61,-8.17557,5
"foot_progression",61,62,-8.27485,5
"foot_progression",62,63,-8.36909,5
"foot_progression",63,64,-8.45794,5
"foot_progression",64,65,-8.54103,5
"foot_progression",65,66,-8.61803,5
"foot_progression",66,67,-8.68866,5
"foot_progression",67,68,-8.75261,5
"foot_progression",68,69,-8.80965,5
"foot_progression",69,70,-8.85955,5
"foot_progression",70,71,-8.90211,5
"foot_progression",71,72,-8.93717,5
"foot_progression",72,73,-8.96457,5
"foot_progression",73,74,-8.98423,5
"foot_progression",74,75,-8.99605,5
"foot_progression",75,76,-9,5
"foot_progression",76,77,-8.99605,5
"foot_progression",77,78,-8.98423,5
"foot_progression",78,79,-8.96457,5
"foot_progression",79,80,-8.93717,5
"foot_progression",80,81,-8.90211,5
"foot_progression",81,82,-8.85955,5
"foot_progression",82,83,-8.80965,5
"foot_progression",83,84,-8.75261,5
"foot_progression",84,85,-8.68866,5
"foot_progression",85,86,-8.61803,5
"foot_progression",86,87,-8.54103,5
"foot_progression",87,88,-8.45794,5
"foot_progression",88,89,-8.36909,5
"foot_progression",89,90,-8.27485,5
"foot_progression",90,91,-8.17557,5
"foot_progression",91,92,-8.07165,5
"foot_progression",92,93,-7.96351,5
"foot_progression",93,94,-7.85156,5
"foot_progression",94,95,-7.73625,5
"foot_progression",95,96,-7.61803,5
"foot_progression",96,97,-7.49738,5
"foot_progression",97,98,-7.37476,5
"foot_progression",98,99,-7.25067,5
"foot_progression",99,100,-7.12558,5
"foot_progression",100,101,-7,5
